Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_19_length_74585_cov_8.897660	54792	56591	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	98.17	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_19_length_74585_cov_8.897660	56581	58380	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	97.17	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_1_length_1195375_cov_7.873334	1089031	1090074	+	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.71	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_1_length_1195375_cov_7.873334	1188744	1191107	-	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	788	788	100.00	100.00	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_28_length_35973_cov_8.813285	1347	2135	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_28_length_35973_cov_8.813285	2302	2646	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_28_length_35973_cov_8.813285	2643	3479	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_28_length_35973_cov_8.813285	12366	12785	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_28_length_35973_cov_8.813285	12824	13096	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_28_length_35973_cov_8.813285	13113	13460	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_28_length_35973_cov_8.813285	13532	13963	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_28_length_35973_cov_8.813285	15999	17195	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_2_length_366924_cov_11.970760	56580	57692	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.25	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_2_length_366924_cov_11.970760	57776	61402	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	80.10	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_2_length_366924_cov_11.970760	149781	150686	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.34	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_2_length_366924_cov_11.970760	178284	180338	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_2_length_366924_cov_11.970760	344184	344528	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	115	116	99.14	93.04	115	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_36_length_12439_cov_10.870289	177	950	+	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.00	100.00	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_36_length_12439_cov_10.870289	1182	2204	+	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.00	100.00	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_36_length_12439_cov_10.870289	8808	10019	-	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.00	99.50	404	WP_000214119.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_39_length_6703_cov_9.158759	3863	4333	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_021529707.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_44_length_4644_cov_8.905468	2745	3617	-	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_49_length_1249_cov_9.878788	214	1026	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_4_length_245762_cov_10.571055	97235	99424	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.59	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_5_length_204015_cov_15.166229	19007	19702	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_7_length_184047_cov_11.795928	110340	113504	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.91	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_7_length_184047_cov_11.795928	113504	114727	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_7_length_184047_cov_11.795928	115004	117289	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.48	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_7_length_184047_cov_11.795928	117304	117765	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_AD0103AA_AS	NA	SAL_AD0103AA_AS_NODE_8_length_180930_cov_9.296383	20774	23407	-	gyrA_D87Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_14_length_130752_cov_7.604134	16201	18000	-	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	97.17	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_14_length_130752_cov_7.604134	17990	19789	-	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	98.17	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_15_length_118119_cov_6.931029	1345	2133	+	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_15_length_118119_cov_6.931029	2300	2644	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_15_length_118119_cov_6.931029	2641	3477	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_15_length_118119_cov_6.931029	12364	12783	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_15_length_118119_cov_6.931029	12822	13094	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_15_length_118119_cov_6.931029	13111	13458	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_15_length_118119_cov_6.931029	13530	13961	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_15_length_118119_cov_6.931029	15997	17193	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_1_length_1186382_cov_10.247797	4269	6632	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	788	788	100.00	100.00	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_1_length_1186382_cov_10.247797	105302	106345	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.71	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_2_length_526364_cov_11.585307	56582	57694	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.25	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_2_length_526364_cov_11.585307	57778	61404	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	80.10	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_2_length_526364_cov_11.585307	149922	150827	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.34	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_2_length_526364_cov_11.585307	178425	180479	-	invA	type III secretion system export apparatus protein InvA	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	685	685	100.00	100.00	685	WXW86397.1	type III secretion system export apparatus protein InvA	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_2_length_526364_cov_11.585307	344264	344608	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	BLASTX	115	116	99.14	93.04	115	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_32_length_12439_cov_8.353720	2421	3632	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.00	99.50	404	WP_000214119.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_32_length_12439_cov_8.353720	10236	11258	-	aph(4)-Ia	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.00	100.00	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_32_length_12439_cov_8.353720	11490	12263	-	aac(3)-IVa	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.00	100.00	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_34_length_6703_cov_7.310675	2371	2841	+	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_021529707.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_37_length_4727_cov_6.867174	1028	1900	+	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_40_length_2749_cov_6.648360	448	861	+	fosA3	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.00	100.00	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_44_length_1249_cov_6.681818	224	1036	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.00	100.00	271	WP_000018326.1	aminoglycoside O-phosphotransferase APH(3')-Ia	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_4_length_256012_cov_10.541489	97235	99424	+	sinH	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	730	730	100.00	99.59	730	AAL21411.1	intimin-like inverse autotransporter SinH	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_5_length_204016_cov_12.578423	19008	19703	-	lpfB	long polar fimbrial chaperone LpfB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	232	232	100.00	100.00	232	WXV87835.1	long polar fimbrial chaperone LpfB	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_8_length_184440_cov_11.845741	110733	113897	-	mdsB	multidrug efflux RND transporter permease subunit MdsB	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1055	1055	100.00	99.91	1055	AAL19305.1	multidrug efflux RND transporter permease subunit MdsB	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_8_length_184440_cov_11.845741	113897	115120	-	mdsA	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	408	408	100.00	98.28	408	AAL19306.1	multidrug efflux RND transporter periplasmic adaptor subunit MdsA	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_8_length_184440_cov_11.845741	115397	117682	+	golT	gold/copper-translocating P-type ATPase GolT	plus	STRESS	METAL	COPPER/GOLD	COPPER/GOLD	BLASTX	762	762	100.00	99.61	762	AAL19307.1	gold/copper-translocating P-type ATPase GolT	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_8_length_184440_cov_11.845741	117697	118158	+	golS	Au(I) sensor transcriptional regulator GolS	plus	STRESS	METAL	GOLD	GOLD	EXACTX	154	154	100.00	100.00	154	AAL19308.1	Au(I) sensor transcriptional regulator GolS	NA	NA
SAL_AD0104AA_AS	NA	SAL_AD0104AA_AS_NODE_9_length_180709_cov_10.170864	20553	23186	-	gyrA_D87Y	Salmonella quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	878	878	100.00	99.89	878	WP_001281271.1	DNA gyrase subunit A GyrA	NA	NA
Name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_1_length_1195373_cov_10.538549	4269	6632	+	sspH2	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	788	788	100.00	100.00	788	QJV46475.1	SPI-2 type III secretion system effector E3 ubiquitin transferase SspH2	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_1_length_1195373_cov_10.538549	105302	106345	-	sseK2	type III secretion system effector arginine glycosyltransferase SseK2	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	348	348	100.00	99.71	348	AAL21040.1	type III secretion system effector arginine glycosyltransferase SseK2	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_21_length_62739_cov_7.090318	42950	44749	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	98.17	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_21_length_62739_cov_7.090318	44739	46538	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	97.17	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_26_length_35865_cov_6.747328	18673	19869	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_26_length_35865_cov_6.747328	21905	22336	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_26_length_35865_cov_6.747328	22408	22755	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_26_length_35865_cov_6.747328	22772	23044	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_26_length_35865_cov_6.747328	23083	23502	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_26_length_35865_cov_6.747328	32389	33225	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_26_length_35865_cov_6.747328	33222	33566	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_26_length_35865_cov_6.747328	33733	34521	-	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_2_length_526281_cov_12.116086	56581	57693	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	86.25	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_2_length_526281_cov_12.116086	57777	61403	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1209	1219	98.85	80.10	1211	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
SAL_AD0105AA_AS	NA	SAL_AD0105AA_AS_NODE_2_length_526281_cov_12.116086	149782	150687	-	avrA	type III secretion system YopJ family effector AvrA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	302	302	100.00	99.34	302	AAL21745.1	type III secretion system YopJ family effector AvrA	NA	NA
