Uberstrain	Name	"Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)"	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Phage Type	Lab Contact	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	SISTR1 Serovar	SISTR1 Serogroup	SISTR1 H1	SISTR1 H2	SeqSero2 Serovar	SeqSero2 Serogroup	SeqSero2 H1	SeqSero2 H2	ST	eBG	Serotype (Predicted)	Lineage	Subspecies	aroC	dnaN	hemD	hisD	purE	sucA	thrA	cgST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly Barcode
SAL_CB1479AA	FA0496	"SRR10970393;ILLUMINA;Paired;500;SRX7635898;;;SRA"	SAL_CB1479AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928275	SRS6066617	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223983	223981	57192	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	187	180709	4991588	"Salmonella enterica;91.54%"	90	24422	4.1	SAL_AC6590AA_AS
SAL_CB1480AA	FA0495	"SRR10970392;ILLUMINA;Paired;500;SRX7635897;;;SRA"	SAL_CB1480AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928274	SRS6066616	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223983	223981	57192	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	263	180709	4992754	"Salmonella enterica;92.85%"	94	20735	4.1	SAL_AC6589AA_AS
SAL_CB1481AA	FA0030	"SRR10970391;ILLUMINA;Paired;500;SRX7635896;;;SRA"	SAL_CB1481AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	4	10		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928276	SRS6066615	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223984	223984	223972	215342	215342	215342	42	42	42	42	42	42	42	2	Assembled	157	351937	4894597	"Salmonella enterica;95.75%"	75	16298	4.1	SAL_AC6588AA_AS
SAL_CB1482AA	FA0318	"SRR10970390;ILLUMINA;Paired;500;SRX7635895;;;SRA"	SAL_CB1482AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928272	SRS6066614	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223973	223973	223973	147597	147597	136019	42	42	42	42	42	42	42	2	Assembled	263	231817	4850750	"Salmonella enterica;95.12%"	68	25501	4.1	SAL_AC6587AA_AS
SAL_CB1483AA	FA0490	"SRR10970389;ILLUMINA;Paired;500;SRX7635894;;;SRA"	SAL_CB1483AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928278	SRS6066613	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223983	223981	57192	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	211	186387	4992005	"Salmonella enterica;91.24%"	73	19140	4.1	SAL_AC6586AA_AS
SAL_CB1484AA	FA0488	"SRR10970388;ILLUMINA;Paired;500;SRX7635893;;;SRA"	SAL_CB1484AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928267	SRS6066612	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223983	223981	57192	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	208	184346	4992776	"Salmonella enterica;90.16%"	80	17786	4.1	SAL_AC6585AA_AS
SAL_CB1485AA	FA0312	"SRR10970387;ILLUMINA;Paired;500;SRX7635892;;;SRA"	SAL_CB1485AA	Environment	Water/River	"environmental-water; river water"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928266	SRS6066611	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223972	223972	223972	215342	215342	215342	42	42	42	42	42	42	42	2	Assembled	222	239050	4893387	"Salmonella enterica;96.22%"	84	20961	4.1	SAL_AC6584AA_AS
SAL_CB1486AA	FA0313	"SRR10970386;ILLUMINA;Paired;500;SRX7635891;;;SRA"	SAL_CB1486AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928277	SRS6066610	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223992	223992	223973	147597	147597	136019	42	42	42	42	42	42	42	2	Assembled	221	269034	4851975	"Salmonella enterica;100.0%"	65	25212	4.1	SAL_AC6583AA_AS
SAL_CB1487AA	FA0500	"SRR10970385;ILLUMINA;Paired;500;SRX7635890;;;SRA"	SAL_CB1487AA	Environment	Water/River	"environmental-water; river water"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928270	SRS6066609	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	214478	214478	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	229	153821	4598810	"Salmonella enterica;100.0%"	61	21257	4.1	SAL_AC6582AA_AS
SAL_CB1488AA	FA0307	"SRR10970384;ILLUMINA;Paired;500;SRX7635889;;;SRA"	SAL_CB1488AA	Environment	Water/River	"environmental-water; river water"	2019	6	18		South America	Chile							Enteritidis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928268	SRS6066608	14-02-2020	27-01-2020	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	223985	223982	223982	223982	761	760	87	87	12	12	12	12	2	2	Assembled	246	229650	4740608	"Salmonella enterica;100.0%"	53	23154	4.1	SAL_AC6581AA_AS
SAL_CB1489AA	FA0494	"SRR10970383;ILLUMINA;Paired;500;SRX7635888;;;SRA"	SAL_CB1489AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928269	SRS6066607	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223986	223986	57192	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	222	154410	4992455	"Salmonella enterica;94.03%"	87	22942	4.1	SAL_AC6580AA_AS
SAL_CB1490AA	FA0504	"SRR10970382;ILLUMINA;Paired;500;SRX7635887;;;SRA"	SAL_CB1490AA	Environment	Water/River	"environmental-water; river water"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928263	SRS6066606	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	214478	214478	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	269	397298	4598534	"Salmonella enterica;100.0%"	46	10296	4.1	SAL_AC6579AA_AS
SAL_CB1491AA	FA0124	"SRR10970381;ILLUMINA;Paired;500;SRX7635886;;;SRA"	SAL_CB1491AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	5	8		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928260	SRS6066605	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223974	215371	215371	215371	47605	343	36	36	36	36	36	36	2	2	Assembled	194	204015	4988909	"Salmonella enterica;91.84%"	61	12235	4.1	SAL_AC6578AA_AS
SAL_CB1492AA	FA0202	"SRR10970380;ILLUMINA;Paired;500;SRX7635885;;;SRA"	SAL_CB1492AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	4	10		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928262	SRS6066604	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223987	215352	215352	215352	47605	343	36	36	36	36	36	36	2	2	Assembled	195	145856	4990758	"Salmonella enterica;96.39%"	108	26977	4.1	SAL_AC6577AA_AS
SAL_CB1493AA	FA0493	"SRR10970379;ILLUMINA;Paired;500;SRX7635884;;;SRA"	SAL_CB1493AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928271	SRS6066603	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223983	223981	57192	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	193	194246	4991403	"Salmonella enterica;92.0%"	71	14116	4.1	SAL_AC6576AA_AS
SAL_CB1494AA	FA0319	"SRR10970378;ILLUMINA;Paired;500;SRX7635883;;;SRA"	SAL_CB1494AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928259	SRS6066602	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223988	223973	223973	147597	147597	136019	42	42	42	42	42	42	42	2	Assembled	203	171072	4851044	"Salmonella enterica;96.23%"	77	27807	4.1	SAL_AC6575AA_AS
SAL_CB1495AA	FA0123	"SRR10970377;ILLUMINA;Paired;500;SRX7635882;;;SRA"	SAL_CB1495AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	5	8		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928258	SRS6066601	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223989	223989	215371	215371	47605	343	36	36	36	36	36	36	2	2	Assembled	115	204015	4988935	"Salmonella enterica;88.46%"	63	10953	4.1	SAL_AC6574AA_AS
SAL_CB1496AA	FA0304	"SRR10970376;ILLUMINA;Paired;500;SRX7635881;;;SRA"	SAL_CB1496AA	Environment	Water/River	"environmental-water; river water"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928261	SRS6066600	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223972	223972	223972	215342	215342	215342	42	42	42	42	42	42	42	2	Assembled	223	163147	4891292	"Salmonella enterica;95.65%"	100	28658	4.1	SAL_AC6573AA_AS
SAL_CB1497AA	FA0499	"SRR10970374;ILLUMINA;Paired;500;SRX7635879;;;SRA"	SAL_CB1497AA	Environment	Water/River	"environmental-water; river water"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928264	SRS6066598	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	214478	214478	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	272	185951	4598474	"Salmonella enterica;100.0%"	63	17199	4.1	SAL_AC6572AA_AS
SAL_CB1498AA	FA0120	"SRR10970361;ILLUMINA;Paired;500;SRX7635866;;;SRA"	SAL_CB1498AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	5	8		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928254	SRS6066585	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223974	215371	215371	215371	47605	343	36	36	36	36	36	36	2	2	Assembled	153	204015	4989124	"Salmonella enterica;92.0%"	62	10111	4.1	SAL_AC6571AA_AS
SAL_CB1499AA	FA0497	"SRR10970360;ILLUMINA;Paired;500;SRX7635865;;;SRA"	SAL_CB1499AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928251	SRS6066584	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223983	223981	57192	47605	47605	343	36	36	36	36	36	36	2	2	Assembled	232	148284	4990245	"Salmonella enterica;92.85%"	86	20176	4.1	SAL_AC6570AA_AS
SAL_CB1500AA	FA0303	"SRR10970359;ILLUMINA;Paired;500;SRX7635864;;;SRA"	SAL_CB1500AA	Environment	Water/River	"environmental-water; river water"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928253	SRS6066583	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Gateshead	9,46	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223972	223972	223972	215342	215342	215342	42	42	42	42	42	42	42	2	Assembled	195	101445	4888906	"Salmonella enterica;95.84%"	140	41043	4.1	SAL_AC6569AA_AS
SAL_CB1501AA	FA0321	"SRR10970358;ILLUMINA;Paired;500;SRX7635863;;;SRA"	SAL_CB1501AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928238	SRS6066582	14-02-2020	27-01-2020	Senftenberg	E1	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223973	223973	223973	147597	147597	136019	42	42	42	42	42	42	42	2	Assembled	220	268284	4850202	"Salmonella enterica;97.37%"	60	24139	4.1	SAL_AC6568AA_AS
SAL_CB1502AA	FA0320	"SRR10970357;ILLUMINA;Paired;500;SRX7635862;;;SRA"	SAL_CB1502AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928252	SRS6066581	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223973	223973	223973	147597	147597	136019	42	42	42	42	42	42	42	2	Assembled	225	267633	4850595	"Salmonella enterica;97.37%"	59	20344	4.1	SAL_AC6567AA_AS
SAL_CB1503AA	FA0121	"SRR10970356;ILLUMINA;Paired;500;SRX7635861;;;SRA"	SAL_CB1503AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	5	8		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928231	SRS6066580	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223974	215371	215371	215371	47605	343	36	36	36	36	36	36	2	2	Assembled	163	204015	4989481	"Salmonella enterica;90.0%"	64	10970	4.1	SAL_AC6566AA_AS
SAL_CB1504AA	FA0503	"SRR10970355;ILLUMINA;Paired;500;SRX7635860;;;SRA"	SAL_CB1504AA	Environment	Water/River	"environmental-water; river water"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928234	SRS6066579	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	214478	214478	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	268	263493	4598620	"Salmonella enterica;100.0%"	47	14872	4.1	SAL_AC9004AA_AS
SAL_CB1505AA	FA0317	"SRR10970354;ILLUMINA;Paired;500;SRX7635859;;;SRA"	SAL_CB1505AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928227	SRS6066578	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223972	223972	223972	215342	215342	215342	42	42	42	42	42	42	42	2	Assembled	232	276973	4902685	"Salmonella enterica;97.92%"	73	20189	4.1	SAL_AC6564AA_AS
SAL_CB1506AA	FA0502	"SRR10970353;ILLUMINA;Paired;500;SRX7635858;;;SRA"	SAL_CB1506AA	Environment	Water/River	"environmental-water; river water"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928233	SRS6066577	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	214478	214478	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	217	354541	4598113	"Salmonella enterica;100.0%"	46	16981	4.1	SAL_AC6563AA_AS
SAL_CB1507AA	FA0122	"SRR10970352;ILLUMINA;Paired;500;SRX7635857;;;SRA"	SAL_CB1507AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	5	8		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928232	SRS6066576	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223974	215371	215371	215371	47605	343	36	36	36	36	36	36	2	2	Assembled	139	204015	4991575	"Salmonella enterica;90.19%"	69	13248	4.1	SAL_AC6562AA_AS
SAL_CB1508AA	FA0302	"SRR10970351;ILLUMINA;Paired;500;SRX7635856;;;SRA"	SAL_CB1508AA	Environment	Water/River	"environmental-water; river water"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928255	SRS6066575	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Gateshead	9,46	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223972	223972	223972	215342	215342	215342	42	42	42	42	42	42	42	2	Assembled	169	262190	4890233	"Salmonella enterica;98.15%"	81	20553	4.1	SAL_AC6561AA_AS
SAL_CB1509AA	FA0316	"SRR10970350;ILLUMINA;Paired;500;SRX7635855;;;SRA"	SAL_CB1509AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928237	SRS6066574	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223973	223973	223973	147597	147597	136019	42	42	42	42	42	42	42	2	Assembled	210	292775	4851314	"Salmonella enterica;94.74%"	64	23861	4.1	SAL_AC9046AA_AS
SAL_CB1510AA	FA0193	"SRR10970349;ILLUMINA;Paired;500;SRX7635854;;;SRA"	SAL_CB1510AA	Environment	Water/River	"environmental-water; river water"	2019	4	9		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928257	SRS6066573	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223972	223972	223972	215342	215342	215342	42	42	42	42	42	42	42	2	Assembled	195	351937	4894376	"Salmonella enterica;95.92%"	78	14557	4.1	SAL_AC6559AA_AS
SAL_CB1511AA	FA0322	"SRR10970348;ILLUMINA;Paired;500;SRX7635853;;;SRA"	SAL_CB1511AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	6	18		South America	Chile							Senftenberg (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928235	SRS6066572	14-02-2020	27-01-2020	Senftenberg	E4	g,[s],t	-	Senftenberg	1,3,19	g,s,t	-	14	55	Senftenberg			7	6	8	8	7	8	13	223980	223980	223973	147597	147597	136019	42	42	42	42	42	42	42	2	Assembled	230	281747	4850695	"Salmonella enterica;97.73%"	65	26141	4.1	SAL_AC6558AA_AS
SAL_CB1512AA	FA0032	"SRR10970347;ILLUMINA;Paired;500;SRX7635852;;;SRA"	SAL_CB1512AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	4	10		South America	Chile							Enteritidis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928256	SRS6066571	14-02-2020	27-01-2020	Enteritidis	D1	g,m	-	Enteritidis	9	g,m	-	11	4	Enteritidis			5	2	3	7	6	6	11	223985	223982	223982	223982	761	760	87	87	12	12	12	12	2	2	Assembled	266	228325	4741266	"Salmonella enterica;95.24%"	51	24655	4.1	SAL_AC9045AA_AS
SAL_CB1513AA	FA0501	"SRR10970344;ILLUMINA;Paired;500;SRX7635849;;;SRA"	SAL_CB1513AA	Environment	Water/River	"environmental-water; river water"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928236	SRS6066568	14-02-2020	27-01-2020	Infantis	F	r	1,5		-	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	214478	214478	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	212	141179	4597339	"Salmonella enterica;100.0%"	76	28118	4.1	SAL_AC6556AA_AS
SAL_CB1514AA	FA0446	"SRR10970328;ILLUMINA;Paired;500;SRX7635833;;;SRA"	SAL_CB1514AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928221	SRS6066552	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223975	223975	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	304	397298	4599937	"Salmonella enterica;100.0%"	48	10023	4.1	SAL_AC6555AA_AS
SAL_CB1515AA	FA0445	"SRR10970327;ILLUMINA;Paired;500;SRX7635832;;;SRA"	SAL_CB1515AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928220	SRS6066551	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223975	223975	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	122	397298	4598649	"Salmonella enterica;100.0%"	47	10780	4.1	SAL_AC6554AA_AS
SAL_CB1518AA	FA0447	"SRR10970152;ILLUMINA;Paired;500;SRX7635657;;;SRA"	SAL_CB1518AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928131	SRS6066376	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	223975	223975	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	292	397298	4599576	"Salmonella enterica;100.0%"	47	9656	4.1	SAL_AC6551AA_AS
SAL_CB1519AA	FA0435	"SRR10970130;ILLUMINA;Paired;500;SRX7635635;;;SRA"	SAL_CB1519AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928127	SRS6066361	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	214478	214478	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	140	397298	4684066	"Salmonella enterica;96.67%"	43	9843	4.1	SAL_AC6550AA_AS
SAL_CB1520AA	FA0437	"SRR10970116;ILLUMINA;Paired;500;SRX7635621;;;SRA"	SAL_CB1520AA	Environment	Water/River	"environmental-farm| water; irrigation canal"	2019	7	4		South America	Chile							Infantis (Predicted)	I				FDA Center for Food Safety and Applied Nutrition		PRJNA560080	SRP227273	SAMN13928112	SRS6066347	14-02-2020	27-01-2020	Infantis	C1	r	1,5	Infantis	7	r	1,5	32	31	Infantis			17	18	22	17	5	21	19	214478	214478	775	775	775	775	36	36	36	36	36	36	2	2	Assembled	143	397298	4598352	"Salmonella enterica;100.0%"	42	9518	4.1	SAL_AC6549AA_AS
